year,ks_speed_window__p50,ks_speed_window__p90,wd_speed_window__p50,wd_speed_window__p90,ks_accel_window__p50,ks_accel_window__p90,wd_accel_window__p50,wd_accel_window__p90
2019,0.16407606439514105,0.2638049704661692,1.8231461337419725,3.8871507870662896,0.14014600380613984,0.23214157099849225,0.05720094510435285,0.11792020099590261
2021,0.2031408410428931,0.3830237720312885,3.2071257074816995,8.25543618688774,0.2278006831532379,0.360153297523349,0.1650252730783279,0.3451975940012645
2022,0.2597460583982205,0.3418851923057328,4.323886747948326,6.260121182985327,0.2455333349978685,0.3202724720041183,0.12863975702868555,0.1563440665681112
2023,0.17266883149912549,0.30530660342604443,2.769766750893078,5.332164423882348,0.16012617909035234,0.3052770617622457,0.0876778651284689,0.17919833711739236
2024,0.2664046029696578,0.3489572315146687,4.3942847383210175,6.483339380981207,0.2380690723503279,0.3364891244851866,0.1155317424300738,0.1707757936281702
2025,0.2575357710960233,0.32667840531165343,4.368895083032649,6.27284563736886,0.2575728304048892,0.3293553563736797,0.1646023046614927,0.19353325462673876
