frente,model,detector,exp,delta,min_window,cooldown,max_window,pre_proc,n_2019_total,n_post_total,n_alarms_total,FAR_2019_per1k,n_alarms_post,SNR_op,n_2019,n_2021,n_2022,n_2023,n_2024,n_2025,N_window,K_thr,K_delta,alpha,window_size,stat_size
B,Seq2Seq,PH,B_N200_K30_d1.0,,,,,window_agg,240,1200,14,4.166700,13,2.600000,1,13,0,0,0,0,200.000000,30.000000,1.000000,,,
B,Seq2Seq,PH,B_N200_K30_d2.0,,,,,window_agg,240,1200,11,0.000000,11,9999.000000,0,11,0,0,0,0,200.000000,30.000000,2.000000,,,
B,Seq2Seq,PH,B_N200_K50_d0.5,,,,,window_agg,240,1200,12,4.166700,11,2.200000,1,11,0,0,0,0,200.000000,50.000000,0.500000,,,
B,Seq2Seq,PH,B_N200_K50_d1.0,,,,,window_agg,240,1200,10,0.000000,10,9999.000000,0,10,0,0,0,0,200.000000,50.000000,1.000000,,,
B,Seq2Seq,PH,B_N200_K50_d2.0,,,,,window_agg,240,1200,8,0.000000,8,9999.000000,0,8,0,0,0,0,200.000000,50.000000,2.000000,,,
B,Seq2Seq,PH,B_N500_K5_d0.5,,,,,window_agg,96,480,20,41.666700,16,0.800000,4,15,0,0,1,0,500.000000,5.000000,0.500000,,,
B,Seq2Seq,PH,B_N500_K5_d1.0,,,,,window_agg,96,480,18,31.250000,15,1.000000,3,14,0,0,1,0,500.000000,5.000000,1.000000,,,
B,Seq2Seq,PH,B_N500_K5_d2.0,,,,,window_agg,96,480,16,20.833300,14,1.400000,2,14,0,0,0,0,500.000000,5.000000,2.000000,,,
B,Seq2Seq,PH,B_N500_K10_d0.5,,,,,window_agg,96,480,17,31.250000,14,0.930000,3,14,0,0,0,0,500.000000,10.000000,0.500000,,,
B,Seq2Seq,PH,B_N500_K10_d1.0,,,,,window_agg,96,480,15,20.833300,13,1.300000,2,13,0,0,0,0,500.000000,10.000000,1.000000,,,
B,Seq2Seq,PH,B_N500_K10_d2.0,,,,,window_agg,96,480,14,10.416700,13,2.600000,1,13,0,0,0,0,500.000000,10.000000,2.000000,,,
B,Seq2Seq,PH,B_N500_K20_d0.5,,,,,window_agg,96,480,15,20.833300,13,1.300000,2,13,0,0,0,0,500.000000,20.000000,0.500000,,,
B,Seq2Seq,PH,B_N500_K20_d1.0,,,,,window_agg,96,480,14,10.416700,13,2.600000,1,13,0,0,0,0,500.000000,20.000000,1.000000,,,
B,Seq2Seq,PH,B_N500_K20_d2.0,,,,,window_agg,96,480,13,0.000000,13,9999.000000,0,13,0,0,0,0,500.000000,20.000000,2.000000,,,
B,Seq2Seq,PH,B_N500_K30_d0.5,,,,,window_agg,96,480,12,10.416700,11,2.200000,1,11,0,0,0,0,500.000000,30.000000,0.500000,,,
B,Seq2Seq,PH,B_N500_K30_d1.0,,,,,window_agg,96,480,11,10.416700,10,2.000000,1,10,0,0,0,0,500.000000,30.000000,1.000000,,,
B,Seq2Seq,PH,B_N500_K30_d2.0,,,,,window_agg,96,480,8,0.000000,8,9999.000000,0,8,0,0,0,0,500.000000,30.000000,2.000000,,,
B,Seq2Seq,PH,B_N500_K50_d0.5,,,,,window_agg,96,480,8,0.000000,8,9999.000000,0,8,0,0,0,0,500.000000,50.000000,0.500000,,,
B,Seq2Seq,PH,B_N500_K50_d1.0,,,,,window_agg,96,480,7,0.000000,7,9999.000000,0,7,0,0,0,0,500.000000,50.000000,1.000000,,,
B,Seq2Seq,PH,B_N500_K50_d2.0,,,,,window_agg,96,480,6,0.000000,6,9999.000000,0,6,0,0,0,0,500.000000,50.000000,2.000000,,,
C,Seq2Seq,KSWIN,C_a1e-03_ws200_ss50,,,,,none,48000,240000,497,2.020800,400,0.820000,97,75,66,99,103,57,,,,0.001000,200.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-03_ws200_ss100,,,,,none,48000,240000,388,1.645800,309,0.780000,79,63,40,80,83,43,,,,0.001000,200.000000,100.000000
C,Seq2Seq,KSWIN,C_a1e-03_ws500_ss50,,,,,none,48000,240000,310,1.291700,248,0.800000,62,45,44,57,60,42,,,,0.001000,500.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-03_ws500_ss100,,,,,none,48000,240000,266,1.104200,213,0.800000,53,39,37,49,54,34,,,,0.001000,500.000000,100.000000
C,Seq2Seq,KSWIN,C_a1e-03_ws1000_ss50,,,,,none,48000,240000,200,0.750000,164,0.910000,36,27,33,36,38,30,,,,0.001000,1000.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-03_ws1000_ss100,,,,,none,48000,240000,182,0.708300,148,0.870000,34,31,27,32,33,25,,,,0.001000,1000.000000,100.000000
C,Seq2Seq,KSWIN,C_a1e-04_ws200_ss50,,,,,none,48000,240000,328,1.333300,264,0.820000,64,53,39,69,73,30,,,,0.000100,200.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-04_ws200_ss100,,,,,none,48000,240000,253,1.020800,204,0.830000,49,41,32,51,60,20,,,,0.000100,200.000000,100.000000
C,Seq2Seq,KSWIN,C_a1e-04_ws500_ss50,,,,,none,48000,240000,240,1.083300,188,0.720000,52,36,33,45,48,26,,,,0.000100,500.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-04_ws500_ss100,,,,,none,48000,240000,202,0.812500,163,0.840000,39,34,26,38,41,24,,,,0.000100,500.000000,100.000000
C,Seq2Seq,KSWIN,C_a1e-04_ws1000_ss50,,,,,none,48000,240000,158,0.687500,125,0.760000,33,23,21,28,29,24,,,,0.000100,1000.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-04_ws1000_ss100,,,,,none,48000,240000,144,0.583300,116,0.830000,28,23,19,25,29,20,,,,0.000100,1000.000000,100.000000
C,Seq2Seq,KSWIN,C_a1e-05_ws200_ss50,,,,,none,48000,240000,245,0.937500,200,0.890000,45,42,32,57,54,15,,,,0.000010,200.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-05_ws200_ss100,,,,,none,48000,240000,182,0.645800,151,0.970000,31,27,25,44,40,15,,,,0.000010,200.000000,100.000000
C,Seq2Seq,KSWIN,C_a1e-05_ws500_ss50,,,,,none,48000,240000,186,0.854200,145,0.710000,41,31,18,38,39,19,,,,0.000010,500.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-05_ws500_ss100,,,,,none,48000,240000,152,0.562500,125,0.930000,27,25,23,29,35,13,,,,0.000010,500.000000,100.000000
C,Seq2Seq,KSWIN,C_a1e-05_ws1000_ss50,,,,,none,48000,240000,125,0.520800,100,0.800000,25,20,13,25,25,17,,,,0.000010,1000.000000,50.000000
C,Seq2Seq,KSWIN,C_a1e-05_ws1000_ss100,,,,,none,48000,240000,102,0.437500,81,0.770000,21,15,11,21,23,11,,,,0.000010,1000.000000,100.000000
A,Kalman,ADWIN,A_d1e-04_mw200_cd200_xw2000,0.000100,200.000000,200.000000,2000.000000,robz_w200,48000,240000,194,0.520800,169,1.350000,25,37,25,53,38,16,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw200_cd200_xw5000,0.000100,200.000000,200.000000,5000.000000,robz_w200,48000,240000,121,0.312500,106,1.410000,15,37,23,27,14,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw200_cd500_xw2000,0.000100,200.000000,500.000000,2000.000000,robz_w200,48000,240000,119,0.395800,100,1.050000,19,23,16,30,23,8,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw200_cd500_xw5000,0.000100,200.000000,500.000000,5000.000000,robz_w200,48000,240000,97,0.312500,82,1.090000,15,24,15,24,14,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw200_cd1000_xw2000,0.000100,200.000000,1000.000000,2000.000000,robz_w200,48000,240000,102,0.375000,84,0.930000,18,18,13,24,21,8,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw200_cd1000_xw5000,0.000100,200.000000,1000.000000,5000.000000,robz_w200,48000,240000,83,0.250000,71,1.180000,12,20,15,18,13,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw400_cd200_xw2000,0.000100,400.000000,200.000000,2000.000000,robz_w200,48000,240000,193,0.500000,169,1.410000,24,37,25,53,38,16,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw400_cd200_xw5000,0.000100,400.000000,200.000000,5000.000000,robz_w200,48000,240000,120,0.291700,106,1.510000,14,37,23,27,14,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw400_cd500_xw2000,0.000100,400.000000,500.000000,2000.000000,robz_w200,48000,240000,118,0.375000,100,1.110000,18,23,16,30,23,8,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw400_cd500_xw5000,0.000100,400.000000,500.000000,5000.000000,robz_w200,48000,240000,96,0.291700,82,1.170000,14,24,15,24,14,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw400_cd1000_xw2000,0.000100,400.000000,1000.000000,2000.000000,robz_w200,48000,240000,101,0.354200,84,0.990000,17,18,13,24,21,8,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw400_cd1000_xw5000,0.000100,400.000000,1000.000000,5000.000000,robz_w200,48000,240000,82,0.229200,71,1.290000,11,20,15,18,13,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw600_cd200_xw2000,0.000100,600.000000,200.000000,2000.000000,robz_w200,48000,240000,184,0.500000,160,1.330000,24,36,24,47,37,16,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw600_cd200_xw5000,0.000100,600.000000,200.000000,5000.000000,robz_w200,48000,240000,121,0.291700,107,1.530000,14,37,24,27,14,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw600_cd500_xw2000,0.000100,600.000000,500.000000,2000.000000,robz_w200,48000,240000,118,0.375000,100,1.110000,18,23,16,30,23,8,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw600_cd500_xw5000,0.000100,600.000000,500.000000,5000.000000,robz_w200,48000,240000,96,0.291700,82,1.170000,14,24,15,24,14,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw600_cd1000_xw2000,0.000100,600.000000,1000.000000,2000.000000,robz_w200,48000,240000,101,0.354200,84,0.990000,17,18,13,24,21,8,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw600_cd1000_xw5000,0.000100,600.000000,1000.000000,5000.000000,robz_w200,48000,240000,82,0.229200,71,1.290000,11,20,15,18,13,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw1000_cd200_xw2000,0.000100,1000.000000,200.000000,2000.000000,robz_w200,48000,240000,145,0.479200,122,1.060000,23,30,21,30,30,11,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw1000_cd200_xw5000,0.000100,1000.000000,200.000000,5000.000000,robz_w200,48000,240000,114,0.291700,100,1.430000,14,32,22,27,14,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw1000_cd500_xw2000,0.000100,1000.000000,500.000000,2000.000000,robz_w200,48000,240000,118,0.375000,100,1.110000,18,23,16,30,23,8,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw1000_cd500_xw5000,0.000100,1000.000000,500.000000,5000.000000,robz_w200,48000,240000,96,0.291700,82,1.170000,14,24,15,24,14,5,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw1000_cd1000_xw2000,0.000100,1000.000000,1000.000000,2000.000000,robz_w200,48000,240000,101,0.354200,84,0.990000,17,18,13,24,21,8,,,,,,
A,Kalman,ADWIN,A_d1e-04_mw1000_cd1000_xw5000,0.000100,1000.000000,1000.000000,5000.000000,robz_w200,48000,240000,82,0.229200,71,1.290000,11,20,15,18,13,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw200_cd200_xw2000,0.000010,200.000000,200.000000,2000.000000,robz_w200,48000,240000,122,0.479200,99,0.860000,23,30,11,22,28,8,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw200_cd200_xw5000,0.000010,200.000000,200.000000,5000.000000,robz_w200,48000,240000,98,0.291700,84,1.200000,14,32,17,20,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw200_cd500_xw2000,0.000010,200.000000,500.000000,2000.000000,robz_w200,48000,240000,89,0.354200,72,0.850000,17,20,11,18,18,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw200_cd500_xw5000,0.000010,200.000000,500.000000,5000.000000,robz_w200,48000,240000,78,0.250000,66,1.100000,12,23,15,13,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw200_cd1000_xw2000,0.000010,200.000000,1000.000000,2000.000000,robz_w200,48000,240000,79,0.312500,64,0.850000,15,16,10,17,16,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw200_cd1000_xw5000,0.000010,200.000000,1000.000000,5000.000000,robz_w200,48000,240000,67,0.145800,60,1.710000,7,19,14,12,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw400_cd200_xw2000,0.000010,400.000000,200.000000,2000.000000,robz_w200,48000,240000,122,0.479200,99,0.860000,23,30,11,22,28,8,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw400_cd200_xw5000,0.000010,400.000000,200.000000,5000.000000,robz_w200,48000,240000,98,0.291700,84,1.200000,14,32,17,20,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw400_cd500_xw2000,0.000010,400.000000,500.000000,2000.000000,robz_w200,48000,240000,89,0.354200,72,0.850000,17,20,11,18,18,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw400_cd500_xw5000,0.000010,400.000000,500.000000,5000.000000,robz_w200,48000,240000,78,0.250000,66,1.100000,12,23,15,13,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw400_cd1000_xw2000,0.000010,400.000000,1000.000000,2000.000000,robz_w200,48000,240000,79,0.312500,64,0.850000,15,16,10,17,16,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw400_cd1000_xw5000,0.000010,400.000000,1000.000000,5000.000000,robz_w200,48000,240000,67,0.145800,60,1.710000,7,19,14,12,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw600_cd200_xw2000,0.000010,600.000000,200.000000,2000.000000,robz_w200,48000,240000,121,0.479200,98,0.850000,23,29,11,22,28,8,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw600_cd200_xw5000,0.000010,600.000000,200.000000,5000.000000,robz_w200,48000,240000,99,0.291700,85,1.210000,14,33,17,20,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw600_cd500_xw2000,0.000010,600.000000,500.000000,2000.000000,robz_w200,48000,240000,89,0.354200,72,0.850000,17,20,11,18,18,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw600_cd500_xw5000,0.000010,600.000000,500.000000,5000.000000,robz_w200,48000,240000,78,0.250000,66,1.100000,12,23,15,13,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw600_cd1000_xw2000,0.000010,600.000000,1000.000000,2000.000000,robz_w200,48000,240000,79,0.312500,64,0.850000,15,16,10,17,16,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw600_cd1000_xw5000,0.000010,600.000000,1000.000000,5000.000000,robz_w200,48000,240000,67,0.145800,60,1.710000,7,19,14,12,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw1000_cd200_xw2000,0.000010,1000.000000,200.000000,2000.000000,robz_w200,48000,240000,104,0.437500,83,0.790000,21,23,11,20,21,8,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw1000_cd200_xw5000,0.000010,1000.000000,200.000000,5000.000000,robz_w200,48000,240000,93,0.312500,78,1.040000,15,28,17,18,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw1000_cd500_xw2000,0.000010,1000.000000,500.000000,2000.000000,robz_w200,48000,240000,89,0.354200,72,0.850000,17,20,11,18,18,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw1000_cd500_xw5000,0.000010,1000.000000,500.000000,5000.000000,robz_w200,48000,240000,78,0.250000,66,1.100000,12,23,15,13,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw1000_cd1000_xw2000,0.000010,1000.000000,1000.000000,2000.000000,robz_w200,48000,240000,79,0.312500,64,0.850000,15,16,10,17,16,5,,,,,,
A,Kalman,ADWIN,A_d1e-05_mw1000_cd1000_xw5000,0.000010,1000.000000,1000.000000,5000.000000,robz_w200,48000,240000,67,0.145800,60,1.710000,7,19,14,12,11,4,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw200_cd200_xw2000,0.000001,200.000000,200.000000,2000.000000,robz_w200,48000,240000,85,0.354200,68,0.800000,17,25,10,19,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw200_cd200_xw5000,0.000001,200.000000,200.000000,5000.000000,robz_w200,48000,240000,80,0.229200,69,1.250000,11,26,13,16,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw200_cd500_xw2000,0.000001,200.000000,500.000000,2000.000000,robz_w200,48000,240000,69,0.250000,57,0.950000,12,18,10,17,10,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw200_cd500_xw5000,0.000001,200.000000,500.000000,5000.000000,robz_w200,48000,240000,71,0.208300,61,1.220000,10,21,13,13,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw200_cd1000_xw2000,0.000001,200.000000,1000.000000,2000.000000,robz_w200,48000,240000,64,0.250000,52,0.870000,12,15,9,17,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw200_cd1000_xw5000,0.000001,200.000000,1000.000000,5000.000000,robz_w200,48000,240000,59,0.145800,52,1.490000,7,16,12,11,11,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw400_cd200_xw2000,0.000001,400.000000,200.000000,2000.000000,robz_w200,48000,240000,85,0.354200,68,0.800000,17,25,10,19,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw400_cd200_xw5000,0.000001,400.000000,200.000000,5000.000000,robz_w200,48000,240000,80,0.229200,69,1.250000,11,26,13,16,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw400_cd500_xw2000,0.000001,400.000000,500.000000,2000.000000,robz_w200,48000,240000,69,0.250000,57,0.950000,12,18,10,17,10,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw400_cd500_xw5000,0.000001,400.000000,500.000000,5000.000000,robz_w200,48000,240000,71,0.208300,61,1.220000,10,21,13,13,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw400_cd1000_xw2000,0.000001,400.000000,1000.000000,2000.000000,robz_w200,48000,240000,64,0.250000,52,0.870000,12,15,9,17,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw400_cd1000_xw5000,0.000001,400.000000,1000.000000,5000.000000,robz_w200,48000,240000,59,0.145800,52,1.490000,7,16,12,11,11,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw600_cd200_xw2000,0.000001,600.000000,200.000000,2000.000000,robz_w200,48000,240000,83,0.354200,66,0.780000,17,23,10,19,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw600_cd200_xw5000,0.000001,600.000000,200.000000,5000.000000,robz_w200,48000,240000,78,0.229200,67,1.220000,11,24,13,16,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw600_cd500_xw2000,0.000001,600.000000,500.000000,2000.000000,robz_w200,48000,240000,69,0.250000,57,0.950000,12,18,10,17,10,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw600_cd500_xw5000,0.000001,600.000000,500.000000,5000.000000,robz_w200,48000,240000,71,0.208300,61,1.220000,10,21,13,13,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw600_cd1000_xw2000,0.000001,600.000000,1000.000000,2000.000000,robz_w200,48000,240000,64,0.250000,52,0.870000,12,15,9,17,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw600_cd1000_xw5000,0.000001,600.000000,1000.000000,5000.000000,robz_w200,48000,240000,59,0.145800,52,1.490000,7,16,12,11,11,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw1000_cd200_xw2000,0.000001,1000.000000,200.000000,2000.000000,robz_w200,48000,240000,80,0.354200,63,0.740000,17,20,10,19,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw1000_cd200_xw5000,0.000001,1000.000000,200.000000,5000.000000,robz_w200,48000,240000,77,0.229200,66,1.200000,11,23,13,16,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw1000_cd500_xw2000,0.000001,1000.000000,500.000000,2000.000000,robz_w200,48000,240000,69,0.250000,57,0.950000,12,18,10,17,10,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw1000_cd500_xw5000,0.000001,1000.000000,500.000000,5000.000000,robz_w200,48000,240000,71,0.208300,61,1.220000,10,21,13,13,12,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw1000_cd1000_xw2000,0.000001,1000.000000,1000.000000,2000.000000,robz_w200,48000,240000,64,0.250000,52,0.870000,12,15,9,17,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-06_mw1000_cd1000_xw5000,0.000001,1000.000000,1000.000000,5000.000000,robz_w200,48000,240000,59,0.145800,52,1.490000,7,16,12,11,11,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw200_cd200_xw2000,0.000000,200.000000,200.000000,2000.000000,robz_w200,48000,240000,70,0.250000,58,0.970000,12,22,9,16,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw200_cd200_xw5000,0.000000,200.000000,200.000000,5000.000000,robz_w200,48000,240000,64,0.166700,56,1.400000,8,23,11,12,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw200_cd500_xw2000,0.000000,200.000000,500.000000,2000.000000,robz_w200,48000,240000,64,0.229200,53,0.960000,11,18,9,15,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw200_cd500_xw5000,0.000000,200.000000,500.000000,5000.000000,robz_w200,48000,240000,61,0.166700,53,1.320000,8,21,11,11,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw200_cd1000_xw2000,0.000000,200.000000,1000.000000,2000.000000,robz_w200,48000,240000,59,0.229200,48,0.870000,11,15,8,15,8,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw200_cd1000_xw5000,0.000000,200.000000,1000.000000,5000.000000,robz_w200,48000,240000,50,0.104200,45,1.800000,5,14,11,10,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw400_cd200_xw2000,0.000000,400.000000,200.000000,2000.000000,robz_w200,48000,240000,70,0.250000,58,0.970000,12,22,9,16,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw400_cd200_xw5000,0.000000,400.000000,200.000000,5000.000000,robz_w200,48000,240000,64,0.166700,56,1.400000,8,23,11,12,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw400_cd500_xw2000,0.000000,400.000000,500.000000,2000.000000,robz_w200,48000,240000,64,0.229200,53,0.960000,11,18,9,15,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw400_cd500_xw5000,0.000000,400.000000,500.000000,5000.000000,robz_w200,48000,240000,61,0.166700,53,1.320000,8,21,11,11,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw400_cd1000_xw2000,0.000000,400.000000,1000.000000,2000.000000,robz_w200,48000,240000,59,0.229200,48,0.870000,11,15,8,15,8,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw400_cd1000_xw5000,0.000000,400.000000,1000.000000,5000.000000,robz_w200,48000,240000,50,0.104200,45,1.800000,5,14,11,10,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw600_cd200_xw2000,0.000000,600.000000,200.000000,2000.000000,robz_w200,48000,240000,69,0.250000,57,0.950000,12,21,9,16,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw600_cd200_xw5000,0.000000,600.000000,200.000000,5000.000000,robz_w200,48000,240000,64,0.166700,56,1.400000,8,23,11,12,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw600_cd500_xw2000,0.000000,600.000000,500.000000,2000.000000,robz_w200,48000,240000,64,0.229200,53,0.960000,11,18,9,15,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw600_cd500_xw5000,0.000000,600.000000,500.000000,5000.000000,robz_w200,48000,240000,61,0.166700,53,1.320000,8,21,11,11,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw600_cd1000_xw2000,0.000000,600.000000,1000.000000,2000.000000,robz_w200,48000,240000,59,0.229200,48,0.870000,11,15,8,15,8,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw600_cd1000_xw5000,0.000000,600.000000,1000.000000,5000.000000,robz_w200,48000,240000,50,0.104200,45,1.800000,5,14,11,10,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw1000_cd200_xw2000,0.000000,1000.000000,200.000000,2000.000000,robz_w200,48000,240000,67,0.250000,55,0.920000,12,19,9,16,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw1000_cd200_xw5000,0.000000,1000.000000,200.000000,5000.000000,robz_w200,48000,240000,62,0.166700,54,1.350000,8,21,11,12,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw1000_cd500_xw2000,0.000000,1000.000000,500.000000,2000.000000,robz_w200,48000,240000,64,0.229200,53,0.960000,11,18,9,15,9,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw1000_cd500_xw5000,0.000000,1000.000000,500.000000,5000.000000,robz_w200,48000,240000,61,0.166700,53,1.320000,8,21,11,11,9,1,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw1000_cd1000_xw2000,0.000000,1000.000000,1000.000000,2000.000000,robz_w200,48000,240000,59,0.229200,48,0.870000,11,15,8,15,8,2,,,,,,
A,Kalman,ADWIN,A_d1e-07_mw1000_cd1000_xw5000,0.000000,1000.000000,1000.000000,5000.000000,robz_w200,48000,240000,50,0.104200,45,1.800000,5,14,11,10,9,1,,,,,,
B,Kalman,PH,B_N50_K5_d0.5,,,,,window_agg,960,4800,66,9.375000,57,1.270000,9,19,3,12,9,14,50.000000,5.000000,0.500000,,,
B,Kalman,PH,B_N50_K5_d1.0,,,,,window_agg,960,4800,53,6.250000,47,1.570000,6,20,2,9,6,10,50.000000,5.000000,1.000000,,,
B,Kalman,PH,B_N50_K5_d2.0,,,,,window_agg,960,4800,38,4.166700,34,1.700000,4,18,2,6,4,4,50.000000,5.000000,2.000000,,,
B,Kalman,PH,B_N50_K10_d0.5,,,,,window_agg,960,4800,54,7.291700,47,1.340000,7,19,2,8,6,12,50.000000,10.000000,0.500000,,,
B,Kalman,PH,B_N50_K10_d1.0,,,,,window_agg,960,4800,45,6.250000,39,1.300000,6,19,2,5,5,8,50.000000,10.000000,1.000000,,,
B,Kalman,PH,B_N50_K10_d2.0,,,,,window_agg,960,4800,27,3.125000,24,1.600000,3,16,2,3,2,1,50.000000,10.000000,2.000000,,,
B,Kalman,PH,B_N50_K20_d0.5,,,,,window_agg,960,4800,43,5.208300,38,1.520000,5,17,2,5,5,9,50.000000,20.000000,0.500000,,,
B,Kalman,PH,B_N50_K20_d1.0,,,,,window_agg,960,4800,35,4.166700,31,1.550000,4,17,2,4,2,6,50.000000,20.000000,1.000000,,,
B,Kalman,PH,B_N50_K20_d2.0,,,,,window_agg,960,4800,19,3.125000,16,1.070000,3,14,0,1,1,0,50.000000,20.000000,2.000000,,,
B,Kalman,PH,B_N50_K30_d0.5,,,,,window_agg,960,4800,37,5.208300,32,1.280000,5,16,2,5,3,6,50.000000,30.000000,0.500000,,,
B,Kalman,PH,B_N50_K30_d1.0,,,,,window_agg,960,4800,31,4.166700,27,1.350000,4,16,1,3,2,5,50.000000,30.000000,1.000000,,,
B,Kalman,PH,B_N50_K30_d2.0,,,,,window_agg,960,4800,17,2.083300,15,1.500000,2,14,0,0,1,0,50.000000,30.000000,2.000000,,,
