lag,rho_ade_raw,rho_ade_robz
373,0.024427915299678995,-0.008905969335908582
374,0.028354683059858363,-0.006301933499382872
375,0.025321493751537572,-0.007129590444574042
376,0.023698352846125953,-0.00852107289424342
377,0.023291484100979906,-0.00963753097510457
378,0.030097900990498826,-0.0035855448748936124
379,0.030061346103841827,-0.002443720951703918
380,0.022407011179631894,-0.0087531523607902
381,0.01996584876826485,-0.011262540798836521
382,0.02151129912105608,-0.010055088908167259
383,0.023230933681515045,-0.008839739180925201
384,0.02155706983909053,-0.011307990331566372
385,0.019422262931459378,-0.01337424676235356
386,0.023107482568198997,-0.009182246372160544
387,0.026732641943580885,-0.006493435888592366
388,0.022604684700854888,-0.010028905208974103
389,0.021972807579912212,-0.01269552519628996
390,0.023716704945229476,-0.012270349032367157
391,0.02055813193310875,-0.014119432126071302
392,0.02027808243324752,-0.01285565425479878
393,0.025819031572904903,-0.008337762613748112
394,0.035950459277948696,-0.000373910247233446
395,0.035794008109550725,0.0010891234518224742
396,0.030167986002900028,-0.002851715847723792
397,0.03165482928060825,-0.0009147849623687681
398,0.031799347372376253,0.0005256249723733367
399,0.02863833313310556,-0.0009871126464528384
400,0.027099810924035638,-0.003614894948411197
401,0.023394128871095755,-0.007964883999382558
402,0.022072771794976388,-0.008236068203073325
403,0.025191166587633228,-0.00592259147364061
404,0.029395694383265884,-0.0030433835307236623
405,0.02499808103665987,-0.007771354489469189
406,0.022229317805814434,-0.010223680839562202
407,0.020000030591141697,-0.011906470718819033
408,0.02577853299177001,-0.0059630084860845395
409,0.03146046703235761,0.0007472204826885516
410,0.0280563949269518,-0.0008057092749683875
411,0.024613988016721183,-0.00572240853195981
412,0.022584113497319782,-0.009333547166336857
413,0.024308447866402867,-0.00619292148045478
414,0.02688102663254562,-0.004277010668681761
415,0.03361461016589571,0.003602612716805063
416,0.036503547952261725,0.005507106069538186
417,0.032442356963717854,-0.00021463741931460533
418,0.02678342067553714,-0.005149313122884008
419,0.02470359024860494,-0.0076780292014158895
420,0.02608548162305669,-0.006213556256518928
421,0.024771406372287957,-0.007514919905524981
422,0.025426733942304214,-0.005156102032061771
423,0.027698040552179823,-0.002858203600286293
424,0.026321420463383743,-0.004720811200280797
425,0.026643412421215377,-0.0029429781421283804
426,0.023053109235332294,-0.004956322502148091
427,0.028065548453192122,-0.0006284338720749649
428,0.02745136512892916,-0.0005924967064784517
429,0.02410153233585249,-0.007473320456991254
430,0.024634759587895332,-0.008179811925290707
431,0.025750720512879507,-0.006064425083025685
432,0.026601179958478147,-0.0052800814228433825
433,0.026152725019855026,-0.005198707576308724
434,0.023110293004531338,-0.006563175615123917
435,0.024350120412470484,-0.006561305503533137
436,0.027830656413689547,-0.0037434158646868013
437,0.027140201690323412,-0.0055276098446551195
438,0.026153046063789435,-0.005902690652310433
439,0.02285004085002449,-0.0072967520030102866
440,0.024166946213604646,-0.0066276888395448855
441,0.027929412258447132,-0.0026308413206796426
442,0.02683874703067025,-0.0034819680510933875
443,0.022439829125812206,-0.008412022460804552
444,0.022967182098250778,-0.006806237238970678
445,0.025888935004368327,-0.0037615855442538304
446,0.024377026392580384,-0.004755648522998457
447,0.026903314915523446,-0.00048480270503449205
448,0.02944669192303895,0.0003361770122863715
449,0.02361701566594604,-0.005726078448958555
450,0.025528054811014313,-0.0037153466928348615
451,0.024982571833803844,-0.0010182886618287023
452,0.023864039452699184,-0.0026020680677994313
453,0.02025364932449734,-0.00651534219440342
454,0.022615039207335097,-0.004258666939075211
455,0.02598069079422448,-0.0014226123044867036
456,0.027067607458474828,-0.0027013765622786574
457,0.02871606864322787,-0.0011620956569844956
458,0.026344108402180256,-0.0037137653593767163
459,0.030674645037170958,3.920252716876421e-05
460,0.02695610133061346,-0.004373707894639947
461,0.02657939159962825,-0.0040388066648795245
462,0.024511866047371676,-0.005989198115346426
463,0.023622180552069712,-0.006216716869824352
464,0.02482325144916282,-0.003886673653254788
465,0.027192445505236848,0.0008667395125148037
466,0.03392448207671093,0.00780872316331154
467,0.03602593617528888,0.007871518837404765
468,0.03208497577774654,0.002508933011736011
469,0.0264286162054436,-0.0006660888474734445
470,0.028917658963084687,0.0020421619862979142
471,0.029704264475916533,0.003532777979576457
472,0.028766065891085393,0.003064551257472368
473,0.033188538266588935,0.004899997927830257
