method,drift_type,stream_index,year,match_id,log_file
ADWIN_ADE_seq2seq_30_15,Erro (online),223,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),543,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),1119,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),1311,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),1535,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),1823,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),1919,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),2047,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),2175,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),2303,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),3135,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),3519,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),3711,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),4191,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),4351,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),4863,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),5311,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),5631,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),5791,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),6143,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),6591,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),6719,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),6911,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),7103,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),7679,2019,2019_KIKS_vs_MRL,2019-07-04_14-10_KIKS-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),8063,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),8255,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),8511,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),8703,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),8799,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),9087,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),9855,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),9983,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),10847,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),11103,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),11327,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),11519,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),11775,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),12639,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),12735,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),13215,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),13439,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),13631,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),13759,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),14047,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),14271,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),14399,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),14655,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),14783,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),15039,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),15551,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),15807,2019,2019_KIKS_vs_OPAmP,2019-07-05_04-18_KIKS-vs-OP-AmP.log
ADWIN_ADE_seq2seq_30_15,Erro (online),16063,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),16319,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),16639,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),16927,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),17247,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),17695,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),18463,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),18847,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),19167,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),19423,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),19871,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),20095,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),20511,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),20735,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),20895,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),21311,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),21439,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),21631,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),21983,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),22207,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),22975,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),23039,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),23359,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),23839,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),23967,2019,2019_KIKS_vs_TIGERs_Mannheim,2019-07-04_06-55_KIKS-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),25023,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),26111,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),26303,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),26687,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),26879,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),27103,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),27615,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),27999,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),28351,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),28959,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),29215,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),29343,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),29951,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),30975,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),31455,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),31583,2019,2019_KIKS_vs_ZJUNlict,2019-07-06_03-11_KIKS-vs-ZJUNlict.log
ADWIN_ADE_seq2seq_30_15,Erro (online),32159,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),32447,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),33087,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),33151,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),34335,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),36415,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),37055,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),37215,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),37599,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),38239,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),38911,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),39199,2019,2019_RoboTeam_Twente_vs_MRL,2019-07-07_01-49_RoboTeam_Twente-vs-MRL.log
ADWIN_ADE_seq2seq_30_15,Erro (online),40991,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),41759,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),42271,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),43551,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),43807,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),45023,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),46367,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),46911,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),47231,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),47711,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),47999,2019,2019_RoboTeam_Twente_vs_ZJUNlict,2019-07-04_12-15_ZJUNlict-vs-RoboTeam_Twente.log
ADWIN_ADE_seq2seq_30_15,Erro (online),52511,2021,2021_ERForce_vs_TIGERs,2021-06-24_14-36_ER-Force-vs-TIGERs_Mannheim.log
ADWIN_ADE_seq2seq_30_15,Erro (online),56287,2021,2021_KIKS_vs_RoboDragons,2021-06-20_14-43_KIKS-vs-RoboDragons.log
ADWIN_ADE_seq2seq_30_15,Erro (online),56895,2021,2021_KIKS_vs_RoboDragons,2021-06-20_14-43_KIKS-vs-RoboDragons.log
ADWIN_ADE_seq2seq_30_15,Erro (online),57791,2021,2021_KIKS_vs_RoboDragons,2021-06-20_14-43_KIKS-vs-RoboDragons.log
ADWIN_ADE_seq2seq_30_15,Erro (online),58783,2021,2021_KIKS_vs_RoboDragons,2021-06-20_14-43_KIKS-vs-RoboDragons.log
ADWIN_ADE_seq2seq_30_15,Erro (online),64927,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),65215,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),65439,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),65599,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),65663,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),65759,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),65919,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),66079,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),66143,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),66239,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),66303,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),66431,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),66559,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),66783,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),66847,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),67359,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),67647,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),67871,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),67935,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),68287,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),68863,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),69055,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),69215,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),69311,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),69823,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),70079,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),70335,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),70559,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),70847,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),70975,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),71199,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),71391,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),71519,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),71647,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),71743,2021,2021_OMID_vs_RoboJackets,2021-06-24_13-10_OMID-vs-RoboJackets.log
ADWIN_ADE_seq2seq_30_15,Erro (online),72191,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),72255,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),72543,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),72703,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),73087,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),73695,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),73951,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),74175,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),74431,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),74719,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),74847,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),75007,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),75135,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),75199,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),75647,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),75711,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
ADWIN_ADE_seq2seq_30_15,Erro (online),76127,2021,2021_RoboTeam_Twente_vs_ERForce,2021-06-21_07-06_RoboTeam_Twente-vs-ER-Force.log
